Patient,Method,Score_Type,Iteration,Value
S26,MFA,Silhoutte_Score_Phon,45,0.1570093
S26,MFA,Silhoutte_Score_Phon,46,0.15566696
S26,MFA,Silhoutte_Score_Phon,47,0.153263
S26,MFA,Silhoutte_Score_Phon,48,0.1586689
S26,MFA,Silhoutte_Score_Phon,49,0.15161155
S26,MFA,Silhoutte_Score_Phon,50,0.21722208
S26,MFA,Silhoutte_Score_PhonGrp,1,0.1817541
S26,MFA,Silhoutte_Score_PhonGrp,2,0.15395404
S26,MFA,Silhoutte_Score_PhonGrp,3,0.14248297
S26,MFA,Silhoutte_Score_PhonGrp,4,0.14599916
S26,MFA,Silhoutte_Score_PhonGrp,5,0.15741812
S26,MFA,Silhoutte_Score_PhonGrp,6,0.16309763
S26,MFA,Silhoutte_Score_PhonGrp,7,0.24878964
S26,MFA,Silhoutte_Score_PhonGrp,8,0.13120045
S26,MFA,Silhoutte_Score_PhonGrp,9,0.13097079
S26,MFA,Silhoutte_Score_PhonGrp,10,0.22734447
S26,MFA,Silhoutte_Score_PhonGrp,11,0.15611555
S26,MFA,Silhoutte_Score_PhonGrp,12,0.22263096
S26,MFA,Silhoutte_Score_PhonGrp,13,0.136608
S26,MFA,Silhoutte_Score_PhonGrp,14,0.14385433
S26,MFA,Silhoutte_Score_PhonGrp,15,0.14397833
S26,MFA,Silhoutte_Score_PhonGrp,16,0.14448127
S26,MFA,Silhoutte_Score_PhonGrp,17,0.12008955
S26,MFA,Silhoutte_Score_PhonGrp,18,0.14286606
S26,MFA,Silhoutte_Score_PhonGrp,19,0.10435246
S26,MFA,Silhoutte_Score_PhonGrp,20,0.14704682
S26,MFA,Silhoutte_Score_PhonGrp,21,0.078796715
S26,MFA,Silhoutte_Score_PhonGrp,22,0.1423129
S26,MFA,Silhoutte_Score_PhonGrp,23,0.18063988
S26,MFA,Silhoutte_Score_PhonGrp,24,0.15899831
S26,MFA,Silhoutte_Score_PhonGrp,25,0.17068085
S26,MFA,Silhoutte_Score_PhonGrp,26,0.15316427
S26,MFA,Silhoutte_Score_PhonGrp,27,0.22747731
S26,MFA,Silhoutte_Score_PhonGrp,28,0.14202082
S26,MFA,Silhoutte_Score_PhonGrp,29,0.16386928
S26,MFA,Silhoutte_Score_PhonGrp,30,0.1374896
S26,MFA,Silhoutte_Score_PhonGrp,31,0.17654294
S26,MFA,Silhoutte_Score_PhonGrp,32,0.16707946
S26,MFA,Silhoutte_Score_PhonGrp,33,0.1967943
S26,MFA,Silhoutte_Score_PhonGrp,34,0.14728212
S26,MFA,Silhoutte_Score_PhonGrp,35,0.14038752
S26,MFA,Silhoutte_Score_PhonGrp,36,0.18594205
S26,MFA,Silhoutte_Score_PhonGrp,37,0.16139692
S26,MFA,Silhoutte_Score_PhonGrp,38,0.16568746
S26,MFA,Silhoutte_Score_PhonGrp,39,0.1628398
S26,MFA,Silhoutte_Score_PhonGrp,40,0.14045411
S26,MFA,Silhoutte_Score_PhonGrp,41,0.1637967
S26,MFA,Silhoutte_Score_PhonGrp,42,0.1557907
S26,MFA,Silhoutte_Score_PhonGrp,43,0.15658338
S26,MFA,Silhoutte_Score_PhonGrp,44,0.16021512
S26,MFA,Silhoutte_Score_PhonGrp,45,0.16634369
S26,MFA,Silhoutte_Score_PhonGrp,46,0.16439246
S26,MFA,Silhoutte_Score_PhonGrp,47,0.16680537
S26,MFA,Silhoutte_Score_PhonGrp,48,0.13694757
S26,MFA,Silhoutte_Score_PhonGrp,49,0.1593632
S26,MFA,Silhoutte_Score_PhonGrp,50,0.121866405
S26,MFA,Silhoutte_Score_PhonType,1,0.16745377
S26,MFA,Silhoutte_Score_PhonType,2,0.2998399
S26,MFA,Silhoutte_Score_PhonType,3,0.29843572
S26,MFA,Silhoutte_Score_PhonType,4,0.29791826
S26,MFA,Silhoutte_Score_PhonType,5,0.284957
S26,MFA,Silhoutte_Score_PhonType,6,0.14604592
S26,MFA,Silhoutte_Score_PhonType,7,0.27005997
S26,MFA,Silhoutte_Score_PhonType,8,0.13033079
S26,MFA,Silhoutte_Score_PhonType,9,0.10894102
S26,MFA,Silhoutte_Score_PhonType,10,0.21342012
S26,MFA,Silhoutte_Score_PhonType,11,0.26777893
S26,MFA,Silhoutte_Score_PhonType,12,0.23044248
S26,MFA,Silhoutte_Score_PhonType,13,0.25687185
S26,MFA,Silhoutte_Score_PhonType,14,0.1506327
S26,MFA,Silhoutte_Score_PhonType,15,0.28969726
S26,MFA,Silhoutte_Score_PhonType,16,0.30512497
S26,MFA,Silhoutte_Score_PhonType,17,0.28223908
S26,MFA,Silhoutte_Score_PhonType,18,0.31006753
S26,MFA,Silhoutte_Score_PhonType,19,0.09911882
S26,MFA,Silhoutte_Score_PhonType,20,0.1743517
S26,MFA,Silhoutte_Score_PhonType,21,0.06700581
S26,MFA,Silhoutte_Score_PhonType,22,0.30865186
S26,MFA,Silhoutte_Score_PhonType,23,0.1491037
S26,MFA,Silhoutte_Score_PhonType,24,0.30765113
S26,MFA,Silhoutte_Score_PhonType,25,0.28851596
S26,MFA,Silhoutte_Score_PhonType,26,0.29041433
S26,MFA,Silhoutte_Score_PhonType,27,0.25248978
S26,MFA,Silhoutte_Score_PhonType,28,0.26428595
S26,MFA,Silhoutte_Score_PhonType,29,0.30190733
S26,MFA,Silhoutte_Score_PhonType,30,0.14313275
S26,MFA,Silhoutte_Score_PhonType,31,0.28776816
S26,MFA,Silhoutte_Score_PhonType,32,0.29805744
S26,MFA,Silhoutte_Score_PhonType,33,0.17273995
S26,MFA,Silhoutte_Score_PhonType,34,0.27214906
S26,MFA,Silhoutte_Score_PhonType,35,0.29363772
S26,MFA,Silhoutte_Score_PhonType,36,0.15979129
S26,MFA,Silhoutte_Score_PhonType,37,0.28785214
S26,MFA,Silhoutte_Score_PhonType,38,0.3029468
S26,MFA,Silhoutte_Score_PhonType,39,0.3032113
S26,MFA,Silhoutte_Score_PhonType,40,0.3010282
S26,MFA,Silhoutte_Score_PhonType,41,0.2883039
S26,MFA,Silhoutte_Score_PhonType,42,0.29880327
S26,MFA,Silhoutte_Score_PhonType,43,0.29169506
S26,MFA,Silhoutte_Score_PhonType,44,0.29258174
S26,MFA,Silhoutte_Score_PhonType,45,0.30692887
S26,MFA,Silhoutte_Score_PhonType,46,0.31607953
S26,MFA,Silhoutte_Score_PhonType,47,0.30056387
S26,MFA,Silhoutte_Score_PhonType,48,0.27278107
S26,MFA,Silhoutte_Score_PhonType,49,0.30324036
S26,MFA,Silhoutte_Score_PhonType,50,0.10997393
S33,Kumar,Silhouette_Score_PhonChance,1,0.15063389
S33,Kumar,Silhouette_Score_PhonChance,2,0.08825445
S33,Kumar,Silhouette_Score_PhonChance,3,0.16971
S33,Kumar,Silhouette_Score_PhonChance,4,0.13648686
S33,Kumar,Silhouette_Score_PhonChance,5,0.047644563
S33,Kumar,Silhouette_Score_PhonChance,6,0.27043495
S33,Kumar,Silhouette_Score_PhonChance,7,0.41678223
S33,Kumar,Silhouette_Score_PhonChance,8,0.04460268
S33,Kumar,Silhouette_Score_PhonChance,9,0.2659979
S33,Kumar,Silhouette_Score_PhonChance,10,0.100843534
S33,Kumar,Silhouette_Score_PhonChance,11,0.12930407
S33,Kumar,Silhouette_Score_PhonChance,12,0.13066706
S33,Kumar,Silhouette_Score_PhonChance,13,0.30443746
S33,Kumar,Silhouette_Score_PhonChance,14,0.09444015
S33,Kumar,Silhouette_Score_PhonChance,15,0.2130979
S33,Kumar,Silhouette_Score_PhonChance,16,0.11686683
S33,Kumar,Silhouette_Score_PhonChance,17,0.07817897
S33,Kumar,Silhouette_Score_PhonChance,18,0.16110611
S33,Kumar,Silhouette_Score_PhonChance,19,0.047140792
S33,Kumar,Silhouette_Score_PhonChance,20,0.03654701
S33,Kumar,Silhouette_Score_PhonChance,21,0.18203732
S33,Kumar,Silhouette_Score_PhonChance,22,0.14215527
S33,Kumar,Silhouette_Score_PhonChance,23,0.18521817
S33,Kumar,Silhouette_Score_PhonChance,24,0.14834294
S33,Kumar,Silhouette_Score_PhonChance,25,0.07461265
S33,Kumar,Silhouette_Score_PhonChance,26,0.021776339
S33,Kumar,Silhouette_Score_PhonChance,27,0.071458496
S33,Kumar,Silhouette_Score_PhonChance,28,0.113164485
S33,Kumar,Silhouette_Score_PhonChance,29,0.28780052
S33,Kumar,Silhouette_Score_PhonChance,30,0.13362888
S33,Kumar,Silhouette_Score_PhonChance,31,0.06510535
S33,Kumar,Silhouette_Score_PhonChance,32,0.13031107
S33,Kumar,Silhouette_Score_PhonChance,33,0.18231344
S33,Kumar,Silhouette_Score_PhonChance,34,0.22592758
S33,Kumar,Silhouette_Score_PhonChance,35,0.07466534
S33,Kumar,Silhouette_Score_PhonChance,36,0.04398915
S33,Kumar,Silhouette_Score_PhonChance,37,0.3576492
S33,Kumar,Silhouette_Score_PhonChance,38,0.38884962
S33,Kumar,Silhouette_Score_PhonChance,39,0.26122272
S33,Kumar,Silhouette_Score_PhonChance,40,0.14335437
S33,Kumar,Silhouette_Score_PhonChance,41,0.12880658
S33,Kumar,Silhouette_Score_PhonChance,42,0.20886427
S33,Kumar,Silhouette_Score_PhonChance,43,0.12125636
S33,Kumar,Silhouette_Score_PhonChance,44,0.26355797
S33,Kumar,Silhouette_Score_PhonChance,45,0.27003935
S33,Kumar,Silhouette_Score_PhonChance,46,0.14484473
S33,Kumar,Silhouette_Score_PhonChance,47,0.04528587
S33,Kumar,Silhouette_Score_PhonChance,48,0.025873767
S33,Kumar,Silhouette_Score_PhonChance,49,0.30719975
S33,Kumar,Silhouette_Score_PhonChance,50,0.22052208
S33,Kumar,Silhoutte_Score_Phon,1,0.23760685
S33,Kumar,Silhoutte_Score_Phon,2,0.23558666
S33,Kumar,Silhoutte_Score_Phon,3,0.19373289
S33,Kumar,Silhoutte_Score_Phon,4,0.24028055
S33,Kumar,Silhoutte_Score_Phon,5,0.30564284
S33,Kumar,Silhoutte_Score_Phon,6,0.1993428
S33,Kumar,Silhoutte_Score_Phon,7,0.26270735
S33,Kumar,Silhoutte_Score_Phon,8,0.22851114
S33,Kumar,Silhoutte_Score_Phon,9,0.22575192
S33,Kumar,Silhoutte_Score_Phon,10,0.25904882
S33,Kumar,Silhoutte_Score_Phon,11,0.23930621
S33,Kumar,Silhoutte_Score_Phon,12,0.24203087
S33,Kumar,Silhoutte_Score_Phon,13,0.26959488
S33,Kumar,Silhoutte_Score_Phon,14,0.25804195
S33,Kumar,Silhoutte_Score_Phon,15,0.18615887
S33,Kumar,Silhoutte_Score_Phon,16,0.26972842
S33,Kumar,Silhoutte_Score_Phon,17,0.20187567
S33,Kumar,Silhoutte_Score_Phon,18,0.2257011
S33,Kumar,Silhoutte_Score_Phon,19,0.26122877
S33,Kumar,Silhoutte_Score_Phon,20,0.21167628
S33,Kumar,Silhoutte_Score_Phon,21,0.26295215
S33,Kumar,Silhoutte_Score_Phon,22,0.23393099
S33,Kumar,Silhoutte_Score_Phon,23,0.23450404
S33,Kumar,Silhoutte_Score_Phon,24,0.27234045
S33,Kumar,Silhoutte_Score_Phon,25,0.23350686
S33,Kumar,Silhoutte_Score_Phon,26,0.25950506
S33,Kumar,Silhoutte_Score_Phon,27,0.2521967
S33,Kumar,Silhoutte_Score_Phon,28,0.14663193
S33,Kumar,Silhoutte_Score_Phon,29,0.26203826
S33,Kumar,Silhoutte_Score_Phon,30,0.15134904
S33,Kumar,Silhoutte_Score_Phon,31,0.23180276
S33,Kumar,Silhoutte_Score_Phon,32,0.2756557
S33,Kumar,Silhoutte_Score_Phon,33,0.24238747
S33,Kumar,Silhoutte_Score_Phon,34,0.18008973
S33,Kumar,Silhoutte_Score_Phon,35,0.26911888
S33,Kumar,Silhoutte_Score_Phon,36,0.19791612
S33,Kumar,Silhoutte_Score_Phon,37,0.27553943
S33,Kumar,Silhoutte_Score_Phon,38,0.19559357
S33,Kumar,Silhoutte_Score_Phon,39,0.2642604
S33,Kumar,Silhoutte_Score_Phon,40,0.20563945
S33,Kumar,Silhoutte_Score_Phon,41,0.24376231
S33,Kumar,Silhoutte_Score_Phon,42,0.23424383
S33,Kumar,Silhoutte_Score_Phon,43,0.2770094
S33,Kumar,Silhoutte_Score_Phon,44,0.15492563
S33,Kumar,Silhoutte_Score_Phon,45,0.26423752
S33,Kumar,Silhoutte_Score_Phon,46,0.2344142
S33,Kumar,Silhoutte_Score_Phon,47,0.23803267
S33,Kumar,Silhoutte_Score_Phon,48,0.22852832
S33,Kumar,Silhoutte_Score_Phon,49,0.20350689
S33,Kumar,Silhoutte_Score_Phon,50,0.24340567
S33,Kumar,Silhoutte_Score_PhonGrp,1,0.25464535
S33,Kumar,Silhoutte_Score_PhonGrp,2,0.35626155
S33,Kumar,Silhoutte_Score_PhonGrp,3,0.28009638
S33,Kumar,Silhoutte_Score_PhonGrp,4,0.3538961
S33,Kumar,Silhoutte_Score_PhonGrp,5,0.328956
S33,Kumar,Silhoutte_Score_PhonGrp,6,0.32915577
S33,Kumar,Silhoutte_Score_PhonGrp,7,0.357196
S33,Kumar,Silhoutte_Score_PhonGrp,8,0.28407922
S33,Kumar,Silhoutte_Score_PhonGrp,9,0.31032842
S33,Kumar,Silhoutte_Score_PhonGrp,10,0.35538644
S33,Kumar,Silhoutte_Score_PhonGrp,11,0.31020448
S33,Kumar,Silhoutte_Score_PhonGrp,12,0.35576206
S33,Kumar,Silhoutte_Score_PhonGrp,13,0.36821082
S33,Kumar,Silhoutte_Score_PhonGrp,14,0.3567312
S33,Kumar,Silhoutte_Score_PhonGrp,15,0.29081732
S33,Kumar,Silhoutte_Score_PhonGrp,16,0.3811479
S33,Kumar,Silhoutte_Score_PhonGrp,17,0.33101052
S33,Kumar,Silhoutte_Score_PhonGrp,18,0.32065827
S33,Kumar,Silhoutte_Score_PhonGrp,19,0.33595625
S33,Kumar,Silhoutte_Score_PhonGrp,20,0.32042304
S33,Kumar,Silhoutte_Score_PhonGrp,21,0.35834613
